,orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight,_merge_x,productName,quantityPerUnit,ProdUnitPrice,discontinued,categoryID,categoryName,description,_merge_y,companyNameShipper,CustomerCompanyName,CustomertName,contactTitle,CustomerCity,CustomerCountry,employeeName,EmployeeTitle,EmployeeCity,EmployeeCountry,EmpReportsTo,SalesAmount(USD),OrderYear,OrderMonth,OrderQuarter,daysToShip
1058,10650,53,32.8,25,0.05,FAMIA,5,2014-08-29,2014-09-26,2014-09-03,3,176.81,both,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,both,Federal Shipping,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,819.9499999999999,2014,August,Q3,5.0
1059,10650,54,7.45,30,0.0,FAMIA,5,2014-08-29,2014-09-26,2014-09-03,3,176.81,both,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,both,Federal Shipping,Familia Arquibaldo,Aria Cruz,Marketing Assistant,Sao Paulo,Brazil,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,223.5,2014,August,Q3,5.0
1060,10651,19,9.2,12,0.25,WANDK,8,2014-09-01,2014-09-29,2014-09-11,2,20.6,both,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,110.14999999999999,2014,September,Q3,10.0
1061,10651,22,21.0,20,0.25,WANDK,8,2014-09-01,2014-09-29,2014-09-11,2,20.6,both,Gustaf's Knackebröd,24 - 500 g pkgs.,21.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,United Package,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,419.75,2014,September,Q3,10.0
1062,10652,30,25.89,2,0.25,GOURL,4,2014-09-01,2014-09-29,2014-09-08,2,7.14,both,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,Seafood,Seaweed and fish,both,United Package,Gourmet Lanchonetes,André Fonseca,Sales Associate,Campinas,Brazil,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,51.53,2014,September,Q3,7.0
1063,10652,42,14.0,20,0.0,GOURL,4,2014-09-01,2014-09-29,2014-09-08,2,7.14,both,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,United Package,Gourmet Lanchonetes,André Fonseca,Sales Associate,Campinas,Brazil,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,280.0,2014,September,Q3,7.0
1064,10653,16,17.45,30,0.1,FRANK,1,2014-09-02,2014-09-30,2014-09-19,1,93.25,both,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,523.4,2014,September,Q3,17.0
1065,10653,60,34.0,20,0.1,FRANK,1,2014-09-02,2014-09-30,2014-09-19,1,93.25,both,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,679.9,2014,September,Q3,17.0
1066,10654,4,22.0,12,0.1,BERGS,5,2014-09-02,2014-09-30,2014-09-11,1,55.26,both,Chef Anton's Cajun Seasoning,48 - 6 oz jars,22.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,263.9,2014,September,Q3,9.0
1067,10654,39,18.0,20,0.1,BERGS,5,2014-09-02,2014-09-30,2014-09-11,1,55.26,both,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,359.9,2014,September,Q3,9.0
1068,10654,54,7.45,6,0.1,BERGS,5,2014-09-02,2014-09-30,2014-09-11,1,55.26,both,Tourtière,16 pies,7.45,0,6,Meat & Poultry,Prepared meats,both,Speedy Express,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,44.6,2014,September,Q3,9.0
1069,10655,41,9.65,20,0.2,REGGC,1,2014-09-03,2014-10-01,2014-09-11,2,4.41,both,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Seafood,Seaweed and fish,both,United Package,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,192.8,2014,September,Q3,8.0
1070,10656,14,23.25,3,0.1,GREAL,6,2014-09-04,2014-10-02,2014-09-10,1,57.15,both,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,both,Speedy Express,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,69.65,2014,September,Q3,6.0
1071,10656,44,19.45,28,0.1,GREAL,6,2014-09-04,2014-10-02,2014-09-10,1,57.15,both,Gula Malacca,20 - 2 kg bags,19.45,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,544.5,2014,September,Q3,6.0
1072,10656,47,9.5,6,0.1,GREAL,6,2014-09-04,2014-10-02,2014-09-10,1,57.15,both,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,56.9,2014,September,Q3,6.0
1073,10657,15,15.5,50,0.0,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69,both,Genen Shouyu,24 - 250 ml bottles,15.5,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,United Package,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,,775.0,2014,September,Q3,11.0
1074,10657,41,9.65,24,0.0,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69,both,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Seafood,Seaweed and fish,both,United Package,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,,231.60000000000002,2014,September,Q3,11.0
1075,10657,46,12.0,45,0.0,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69,both,Spegesild,4 - 450 g glasses,12.0,0,8,Seafood,Seaweed and fish,both,United Package,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,,540.0,2014,September,Q3,11.0
1076,10657,47,9.5,10,0.0,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69,both,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,,95.0,2014,September,Q3,11.0
1077,10657,56,38.0,45,0.0,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69,both,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,United Package,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,,1710.0,2014,September,Q3,11.0
1078,10657,60,34.0,30,0.0,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69,both,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,both,United Package,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Andrew Fuller,Vice President Sales,New York,USA,,1020.0,2014,September,Q3,11.0
1079,10658,21,10.0,60,0.0,QUICK,4,2014-09-05,2014-10-03,2014-09-08,1,364.15,both,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,600.0,2014,September,Q3,3.0
1080,10658,40,18.4,70,0.05,QUICK,4,2014-09-05,2014-10-03,2014-09-08,1,364.15,both,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Seafood,Seaweed and fish,both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,1287.95,2014,September,Q3,3.0
1081,10658,60,34.0,55,0.05,QUICK,4,2014-09-05,2014-10-03,2014-09-08,1,364.15,both,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,Dairy Products,Cheeses,both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,1869.95,2014,September,Q3,3.0
1082,10658,77,13.0,70,0.05,QUICK,4,2014-09-05,2014-10-03,2014-09-08,1,364.15,both,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,909.95,2014,September,Q3,3.0
1083,10659,31,12.5,20,0.05,QUEEN,7,2014-09-05,2014-10-03,2014-09-10,2,105.81,both,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,both,United Package,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,249.95,2014,September,Q3,5.0
1084,10659,40,18.4,24,0.05,QUEEN,7,2014-09-05,2014-10-03,2014-09-10,2,105.81,both,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Seafood,Seaweed and fish,both,United Package,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,441.54999999999995,2014,September,Q3,5.0
1085,10659,70,15.0,40,0.05,QUEEN,7,2014-09-05,2014-10-03,2014-09-10,2,105.81,both,Outback Lager,24 - 355 ml bottles,15.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,Queen Cozinha,Lúcia Carvalho,Marketing Assistant,Sao Paulo,Brazil,Robert King,Sales Representative,London,UK,Steven Buchanan,599.95,2014,September,Q3,5.0
1086,10660,20,81.0,21,0.0,HUNGC,8,2014-09-08,2014-10-06,2014-10-15,1,111.29,both,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,1701.0,2014,September,Q3,37.0
1087,10661,39,18.0,3,0.2,HUNGO,7,2014-09-09,2014-10-07,2014-09-15,3,17.55,both,Chartreuse verte,750 cc per bottle,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Federal Shipping,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Robert King,Sales Representative,London,UK,Steven Buchanan,53.8,2014,September,Q3,6.0
1088,10661,58,13.25,49,0.2,HUNGO,7,2014-09-09,2014-10-07,2014-09-15,3,17.55,both,Escargots de Bourgogne,24 pieces,13.25,0,8,Seafood,Seaweed and fish,both,Federal Shipping,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,Robert King,Sales Representative,London,UK,Steven Buchanan,649.05,2014,September,Q3,6.0
1089,10662,68,12.5,10,0.0,LONEP,3,2014-09-09,2014-10-07,2014-09-18,2,1.28,both,Scottish Longbreads,10 boxes x 8 pieces,12.5,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,Portland,USA,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,125.0,2014,September,Q3,9.0
1090,10663,40,18.4,30,0.05,BONAP,2,2014-09-10,2014-09-24,2014-10-03,2,113.15,both,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Seafood,Seaweed and fish,both,United Package,Bon app',Laurence Lebihan,Owner,Marseille,France,Andrew Fuller,Vice President Sales,New York,USA,,551.95,2014,September,Q3,23.0
1091,10663,42,14.0,30,0.05,BONAP,2,2014-09-10,2014-09-24,2014-10-03,2,113.15,both,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,United Package,Bon app',Laurence Lebihan,Owner,Marseille,France,Andrew Fuller,Vice President Sales,New York,USA,,419.95,2014,September,Q3,23.0
1092,10663,51,53.0,20,0.05,BONAP,2,2014-09-10,2014-09-24,2014-10-03,2,113.15,both,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,Produce,Dried fruit and bean curd,both,United Package,Bon app',Laurence Lebihan,Owner,Marseille,France,Andrew Fuller,Vice President Sales,New York,USA,,1059.95,2014,September,Q3,23.0
1093,10664,10,31.0,24,0.15,FURIB,1,2014-09-10,2014-10-08,2014-09-19,3,1.27,both,Ikura,12 - 200 ml jars,31.0,0,8,Seafood,Seaweed and fish,both,Federal Shipping,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,743.85,2014,September,Q3,9.0
1094,10664,56,38.0,12,0.15,FURIB,1,2014-09-10,2014-10-08,2014-09-19,3,1.27,both,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Federal Shipping,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,455.85,2014,September,Q3,9.0
1095,10664,65,21.05,15,0.15,FURIB,1,2014-09-10,2014-10-08,2014-09-19,3,1.27,both,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Federal Shipping,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,315.6,2014,September,Q3,9.0
1096,10665,51,53.0,20,0.0,LONEP,1,2014-09-11,2014-10-09,2014-09-17,2,26.31,both,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,0,7,Produce,Dried fruit and bean curd,both,United Package,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,Portland,USA,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,1060.0,2014,September,Q3,6.0
1097,10665,59,55.0,1,0.0,LONEP,1,2014-09-11,2014-10-09,2014-09-17,2,26.31,both,Raclette Courdavault,5 kg pkg.,55.0,0,4,Dairy Products,Cheeses,both,United Package,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,Portland,USA,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,55.0,2014,September,Q3,6.0
1098,10665,76,18.0,10,0.0,LONEP,1,2014-09-11,2014-10-09,2014-09-17,2,26.31,both,Lakkaliköri,500 ml,18.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,Portland,USA,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,180.0,2014,September,Q3,6.0
1099,10666,29,123.79,36,0.0,RICSU,7,2014-09-12,2014-10-10,2014-09-22,2,232.42,both,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Meat & Poultry,Prepared meats,both,United Package,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Robert King,Sales Representative,London,UK,Steven Buchanan,4456.4400000000005,2014,September,Q3,10.0
1100,10666,65,21.05,10,0.0,RICSU,7,2014-09-12,2014-10-10,2014-09-22,2,232.42,both,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,United Package,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Robert King,Sales Representative,London,UK,Steven Buchanan,210.5,2014,September,Q3,10.0
1101,10667,69,36.0,45,0.2,ERNSH,7,2014-09-12,2014-10-10,2014-09-19,1,78.09,both,Gudbrandsdalsost,10 kg pkg.,36.0,0,4,Dairy Products,Cheeses,both,Speedy Express,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Robert King,Sales Representative,London,UK,Steven Buchanan,1619.8,2014,September,Q3,7.0
1102,10667,71,21.5,14,0.2,ERNSH,7,2014-09-12,2014-10-10,2014-09-19,1,78.09,both,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,both,Speedy Express,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Robert King,Sales Representative,London,UK,Steven Buchanan,300.8,2014,September,Q3,7.0
1103,10668,31,12.5,8,0.1,WANDK,1,2014-09-15,2014-10-13,2014-09-23,2,47.22,both,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Dairy Products,Cheeses,both,United Package,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,99.9,2014,September,Q3,8.0
1104,10668,55,24.0,4,0.1,WANDK,1,2014-09-15,2014-10-13,2014-09-23,2,47.22,both,Pâté chinois,24 boxes x 2 pies,24.0,0,6,Meat & Poultry,Prepared meats,both,United Package,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,95.9,2014,September,Q3,8.0
1105,10668,64,33.25,15,0.1,WANDK,1,2014-09-15,2014-10-13,2014-09-23,2,47.22,both,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,United Package,Die Wandernde Kuh,Rita Müller,Sales Representative,Stuttgart,Germany,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,498.65,2014,September,Q3,8.0
1106,10669,36,19.0,30,0.0,SIMOB,2,2014-09-15,2014-10-13,2014-09-22,1,24.39,both,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Simons bistro,Jytte Petersen,Owner,Kobenhavn,Denmark,Andrew Fuller,Vice President Sales,New York,USA,,570.0,2014,September,Q3,7.0
1107,10670,23,9.0,32,0.0,FRANK,4,2014-09-16,2014-10-14,2014-09-18,1,203.48,both,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,288.0,2014,September,Q3,2.0
1108,10670,46,12.0,60,0.0,FRANK,4,2014-09-16,2014-10-14,2014-09-18,1,203.48,both,Spegesild,4 - 450 g glasses,12.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,720.0,2014,September,Q3,2.0
1109,10670,67,14.0,25,0.0,FRANK,4,2014-09-16,2014-10-14,2014-09-18,1,203.48,both,Laughing Lumberjack Lager,24 - 12 oz bottles,14.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,350.0,2014,September,Q3,2.0
1110,10670,73,15.0,50,0.0,FRANK,4,2014-09-16,2014-10-14,2014-09-18,1,203.48,both,Röd Kaviar,24 - 150 g jars,15.0,0,8,Seafood,Seaweed and fish,both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,750.0,2014,September,Q3,2.0
1111,10670,75,7.75,25,0.0,FRANK,4,2014-09-16,2014-10-14,2014-09-18,1,203.48,both,Rhönbräu Klosterbier,24 - 0.5 l bottles,7.75,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,193.75,2014,September,Q3,2.0
1112,10671,16,17.45,10,0.0,FRANR,1,2014-09-17,2014-10-15,2014-09-24,1,30.34,both,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,France restauration,Carine Schmitt,Marketing Manager,Nantes,France,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,174.5,2014,September,Q3,7.0
1113,10671,62,49.3,10,0.0,FRANR,1,2014-09-17,2014-10-15,2014-09-24,1,30.34,both,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,France restauration,Carine Schmitt,Marketing Manager,Nantes,France,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,493.0,2014,September,Q3,7.0
1114,10671,65,21.05,12,0.0,FRANR,1,2014-09-17,2014-10-15,2014-09-24,1,30.34,both,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,Speedy Express,France restauration,Carine Schmitt,Marketing Manager,Nantes,France,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,252.60000000000002,2014,September,Q3,7.0
1115,10672,38,263.5,15,0.1,BERGS,9,2014-09-17,2014-10-01,2014-09-26,2,95.75,both,Côte de Blaye,12 - 75 cl bottles,263.5,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,United Package,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,3952.4,2014,September,Q3,9.0
1116,10672,71,21.5,12,0.0,BERGS,9,2014-09-17,2014-10-01,2014-09-26,2,95.75,both,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Dairy Products,Cheeses,both,United Package,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,258.0,2014,September,Q3,9.0
1117,10673,16,17.45,3,0.0,WILMK,2,2014-09-18,2014-10-16,2014-09-19,1,22.76,both,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",both,Speedy Express,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Helsinki,Finland,Andrew Fuller,Vice President Sales,New York,USA,,52.349999999999994,2014,September,Q3,1.0
1118,10673,42,14.0,6,0.0,WILMK,2,2014-09-18,2014-10-16,2014-09-19,1,22.76,both,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,1,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,Speedy Express,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Helsinki,Finland,Andrew Fuller,Vice President Sales,New York,USA,,84.0,2014,September,Q3,1.0
1119,10673,43,46.0,6,0.0,WILMK,2,2014-09-18,2014-10-16,2014-09-19,1,22.76,both,Ipoh Coffee,16 - 500 g tins,46.0,0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",both,Speedy Express,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Helsinki,Finland,Andrew Fuller,Vice President Sales,New York,USA,,276.0,2014,September,Q3,1.0
1120,10674,23,9.0,5,0.0,ISLAT,4,2014-09-18,2014-10-16,2014-09-30,2,0.9,both,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",both,United Package,Island Trading,Helen Bennett,Marketing Manager,Cowes,UK,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,45.0,2014,September,Q3,12.0
1121,10675,14,23.25,30,0.0,FRANK,5,2014-09-19,2014-10-17,2014-09-23,2,31.85,both,Tofu,40 - 100 g pkgs.,23.25,0,7,Produce,Dried fruit and bean curd,both,United Package,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,697.5,2014,September,Q3,4.0
1122,10675,53,32.8,10,0.0,FRANK,5,2014-09-19,2014-10-17,2014-09-23,2,31.85,both,Perth Pasties,48 pieces,32.8,1,6,Meat & Poultry,Prepared meats,both,United Package,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,328.0,2014,September,Q3,4.0
1123,10675,58,13.25,30,0.0,FRANK,5,2014-09-19,2014-10-17,2014-09-23,2,31.85,both,Escargots de Bourgogne,24 pieces,13.25,0,8,Seafood,Seaweed and fish,both,United Package,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,397.5,2014,September,Q3,4.0
1124,10676,10,31.0,2,0.0,TORTU,2,2014-09-22,2014-10-20,2014-09-29,2,2.01,both,Ikura,12 - 200 ml jars,31.0,0,8,Seafood,Seaweed and fish,both,United Package,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Andrew Fuller,Vice President Sales,New York,USA,,62.0,2014,September,Q3,7.0
1125,10676,19,9.2,7,0.0,TORTU,2,2014-09-22,2014-10-20,2014-09-29,2,2.01,both,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",both,United Package,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Andrew Fuller,Vice President Sales,New York,USA,,64.39999999999999,2014,September,Q3,7.0
1126,10676,44,19.45,21,0.0,TORTU,2,2014-09-22,2014-10-20,2014-09-29,2,2.01,both,Gula Malacca,20 - 2 kg bags,19.45,0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",both,United Package,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Andrew Fuller,Vice President Sales,New York,USA,,408.45,2014,September,Q3,7.0
1127,10677,26,31.23,30,0.15,ANTON,1,2014-09-22,2014-10-20,2014-09-26,3,4.03,both,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",both,Federal Shipping,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,936.75,2014,September,Q3,4.0
1128,10677,33,2.5,8,0.15,ANTON,1,2014-09-22,2014-10-20,2014-09-26,3,4.03,both,Geitost,500 g,2.5,0,4,Dairy Products,Cheeses,both,Federal Shipping,Antonio Moreno Taquería,Antonio Moreno,Owner,Mexico City,Mexico,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,19.85,2014,September,Q3,4.0
